id,record_name,gene_name,subcell_loc
H3BV60,TGR3L_HUMAN,TGFBR3L,Cell membrane<br>
K7EJ46,SIM22_HUMAN,SMIM22,Membrane<br> Late endosome. Note=Partially colocalizedes with LAMP1 in late endosome.<br>
K9M1U5,IFNL4_HUMAN,IFNL4,Cytoplasm<br> Secreted<br>
L0R8F8,MIDUO_HUMAN,MIEF1,Mitochondrion matrix<br>
M0R2J8,DCDC1_HUMAN,DCDC1,"Midbody, Midbody ring<br> Midbody<br> Cytoplasm, cytoskeleton, spindle<br> Note=Associated with microtubules, in particular, with stabilized microtubules of the mitotic spindle during metaphase and with midbody microtubules during cytokinesis.<br>"
O00115,DNS2A_HUMAN,DNASE2,Lysosome.
O00116,ADAS_HUMAN,AGPS,Peroxisome membrane<br> Peroxisome<br>
O00124,UBXN8_HUMAN,UBXN8,Endoplasmic reticulum membrane<br>
O00139,KIF2A_HUMAN,KIF2A,"Cytoplasm<br> Cytoplasm, cytoskeleton, microtubule organizing center, centrosome. Cytoplasm, cytoskeleton, spindle pole. Cytoplasm, cytoskeleton, spindle. Note=Localized to the spindle microtubules and spindle poles from prophase to metaphase. Efficient targeting to spindle microtubules and spindle poles requires the kinase activity of PLK1. Recruited to mitotic spindles by interaction with PSRC1."
O00141,SGK1_HUMAN,SGK1,"Cytoplasm. Nucleus. Endoplasmic reticulum membrane. Cell membrane. Mitochondrion. Note=The subcellular localization is controlled by the cell cycle, as well as by exposure to specific hormones and environmental stress stimuli. In proliferating cells, it shuttles between the nucleus and cytoplasm in synchrony with the cell cycle, and in serum/growth factor-stimulated cells it resides in the nucleus. In contrast, after exposure to environmental stress or treatment with glucocorticoids, it is detected in the cytoplasm and with certain stress conditions is associated with the mitochondria. In osmoregulation through the epithelial sodium channel, it can be localized to the cytoplasmic surface of the cell membrane. Nuclear, upon phosphorylation.<br>[Isoform 2]:<br> Cell membrane."
O00142,KITM_HUMAN,TK2,Mitochondrion<br>
O00144,FZD9_HUMAN,FZD9,Cell membrane<br> Note=Relocalizes DVL1 to the cell membrane leading to phosphorylation of DVL1 and AXIN1 relocalization to the cell membrane.<br>
O00148,DX39A_HUMAN,DDX39A,Nucleus<br> Cytoplasm<br> Note=Can translocate to the cytoplasm in the presence of MX1.
O00151,PDLI1_HUMAN,PDLIM1,"Cytoplasm<br> Cytoplasm, cytoskeleton<br> Cytoplasm, myofibril, sarcomere, Z line<br> Note=Associates with actin stress fibers.<br>"
O00154,BACH_HUMAN,ACOT7,"<br>[Isoform 4]:<br> Cytoplasm, cytosol<br><br>[Isoform 6]:<br> Cytoplasm, cytosol<br><br>[Isoform 1]:<br> Mitochondrion<br><br>[Isoform 5]:<br> Mitochondrion<br>"
O00155,GPR25_HUMAN,GPR25,Cell membrane; Multi-pass membrane protein.
O00159,MYO1C_HUMAN,MYO1C,"Cytoplasm<br> Nucleus<br> Cytoplasm, cell cortex<br> Cell projection, stereocilium membrane<br> Cytoplasmic vesicle<br> Cell projection, ruffle membrane<br> Note=Colocalizes with CABP1 and CIB1 at cell margin, membrane ruffles and punctate regions on the cell membrane (By similarity). Colocalizes in adipocytes with GLUT4 at actin-based membranes (By similarity). Colocalizes with GLUT4 at insulin-induced ruffles at the cell membrane (By similarity). Localizes transiently at cell membrane to region known to be enriched in PIP2 (By similarity). Activation of phospholipase C results in its redistribution to the cytoplasm (By similarity). Colocalizes with RNA polymerase II (PubMed:22736583). Translocates to nuclear speckles upon exposure to inhibitors of RNA polymerase II transcription (PubMed:22736583).<br><br>[Isoform 3]:<br> Nucleus, nucleoplasm<br> Nucleus, nucleolus<br> Note=Colocalizes with RNA polymerase II in the nucleus (By similarity). Colocalizes with RNA polymerase I in nucleoli (By similarity). In the nucleolus, is localized predominantly in dense fibrillar component (DFC) and in granular component (GC) (PubMed:16133118, PubMed:16877530). Accumulates strongly in DFC and GC during activation of transcription (PubMed:16133118). Colocalizes with transcription sites (By similarity). Colocalizes in the granular cortex at the periphery of the nucleolus with RPS6 (PubMed:16877530). Colocalizes in nucleoplasm with RPS6 and actin that are in contact with RNP particles (PubMed:16877530). Colocalizes with RPS6 at the nuclear pore level (PubMed:16877530).<br>"
O00160,MYO1F_HUMAN,MYO1F,
O00161,SNP23_HUMAN,SNAP23,"Cell membrane; Peripheral membrane protein. Cell membrane; Lipid-anchor. Synapse, synaptosome. Note=Mainly localized to the plasma membrane."
O00165,HAX1_HUMAN,HAX1,"Mitochondrion matrix<br> Endoplasmic reticulum<br> Nucleus membrane<br> Cytoplasmic vesicle<br> Cytoplasm, cell cortex<br> Cell membrane<br> Sarcoplasmic reticulum<br> Cytoplasm, P-body<br><br>[Isoform 1]:<br> Cytoplasm<br> Nucleus<br> Note=Predominantly cytoplasmic. Also detected in the nucleus when nuclear export is inhibited, and in response to cellular stress caused by arsenite (in vitro).<br><br>[Isoform 3]:<br> Cytoplasm<br> Nucleus<br> Note=Predominantly cytoplasmic. Also detected in the nucleus when nuclear export is inhibited (in vitro).<br><br>[Isoform 4]:<br> Cytoplasm<br> Nucleus<br> Note=Shuttles between nucleus and cytoplasm.<br><br>[Isoform 5]:<br> Cytoplasm<br> Note=Predominantly cytoplasmic.<br>"
O00167,EYA2_HUMAN,EYA2,"Cytoplasm<br> Nucleus<br> Note=Retained in the cytoplasm via interaction with GNAZ and GNAI2 (PubMed:10906137). Interaction with SIX1, SIX2, SIX4 or SIX5 is required for translocation to the nucleus (PubMed:10906137, PubMed:12500905).<br>"
O00168,PLM_HUMAN,FXYD1,"Cell membrane, sarcolemma<br> Apical cell membrane<br> Membrane, caveola<br> Cell membrane, sarcolemma, T-tubule<br> Note=Detected in the apical cell membrane in brain. In myocytes, localizes to sarcolemma, t-tubules and intercalated disks.<br>"
O00170,AIP_HUMAN,AIP,Cytoplasm.
O00175,CCL24_HUMAN,CCL24,Secreted<br>
O00180,KCNK1_HUMAN,KCNK1,"Cell membrane<br> Recycling endosome<br> Synaptic cell membrane<br> Cytoplasmic vesicle<br> Perikaryon<br> Cell projection, dendrite<br> Cell projection<br> Apical cell membrane<br> Note=The heterodimer with KCNK2 is detected at the astrocyte cell membrane. Not detected at the astrocyte cell membrane when KCNK2 is absent. Detected on neuronal cell bodies, and to a lesser degree on neuronal cell projections. Detected on hippocampus dentate gyrus granule cell bodies and to a lesser degree on proximal dendrites. Detected at the apical cell membrane in stria vascularis in the cochlea. Detected at the apical cell membrane of vestibular dark cells situated between the crista and the utricle in the inner ear. Detected at the apical cell membrane in kidney proximal tubule segment S1 and in subapical compartments in segments S1, S2 and S3. Predominantly in cytoplasmic structures in kidney distal convoluted tubules and collecting ducts (By similarity). Detected at the apical cell membrane of bronchial epithelial cells (PubMed:21964404).<br>"
O00182,LEG9_HUMAN,LGALS9,Cytoplasm<br> Nucleus<br> Secreted<br> Note=May also be secreted by a non- classical secretory pathway (By similarity). Secreted by mesenchymal stromal cells upon IFNG stimulation (PubMed:23817958).<br><br>[Isoform 2]:<br> Secreted<br><br>[Isoform 3]:<br> Secreted<br>
O00186,STXB3_HUMAN,STXBP3,"Cytoplasm, cytosol<br> Cell membrane<br> Note=In platelets, predominantly cytosolic. Low amounts membrane-associated."
O00187,MASP2_HUMAN,MASP2,Secreted.
O00189,AP4M1_HUMAN,AP4M1,"Golgi apparatus, trans-Golgi network membrane<br> Early endosome<br> Note=Found in soma and dendritic shafts of neuronal cells.<br>"
O00192,ARVC_HUMAN,ARVCF,"Cell junction, adherens junction<br> Nucleus<br> Cytoplasm<br> Note=In heart, localizes at area composita, the mixed-type junctional structure composed of both desmosomal and adherens junctional proteins.<br>"
O00194,RB27B_HUMAN,RAB27B,Membrane; Lipid-anchor. Late endosome<br>
O00198,HRK_HUMAN,HRK,Membrane; Single-pass membrane protein. Mitochondrion.
O00203,AP3B1_HUMAN,AP3B1,"Cytoplasmic vesicle, clathrin-coated vesicle membrane<br> Golgi apparatus<br> Note=Component of the coat surrounding the cytoplasmic face of coated vesicles located at the Golgi complex.<br>"
O00204,ST2B1_HUMAN,SULT2B1,"Cytoplasm, cytosol<br> Microsome<br> Nucleus<br> Note=Phosphorylation of Ser-348 is required for translocation to the nucleus.<br>"
O00206,TLR4_HUMAN,TLR4,"Cell membrane<br> Early endosome<br> Cell projection, ruffle<br> Note=Upon complex formation with CD36 and TLR6, internalized through dynamin-dependent endocytosis (PubMed:20037584). Colocalizes with RFTN1 at cell membrane and then together with RFTN1 moves to endosomes, upon lipopolysaccharide stimulation. Co-localizes with ZG16B/PAUF at the cell membrane of pancreatic cancer cells (PubMed:36232715).<br>"
O00212,RHOD_HUMAN,RHOD,Cell membrane<br> Early endosome<br> Note=Colocalizes with RAB5 to early endosomes (By similarity).<br>
O00213,APBB1_HUMAN,APBB1,"Cell membrane<br> Cytoplasm<br> Nucleus<br> Cell projection, growth cone<br> Nucleus speckle<br> Note=Colocalizes with TSHZ3 in axonal growth cone (By similarity). Colocalizes with TSHZ3 in the nucleus (PubMed:19343227). In normal conditions, it mainly localizes to the cytoplasm, while a small fraction is tethered to the cell membrane via its interaction with APP (PubMed:18468999). Following exposure to DNA damaging agents, it is released from cell membrane and translocates to the nucleus (PubMed:18468999). Nuclear translocation is under the regulation of APP (PubMed:18468999). Colocalizes with NEK6 at the nuclear speckles (PubMed:17512906). Phosphorylation at Ser-610 by SGK1 promotes its localization to the nucleus (By similarity).<br>"
O00214,LEG8_HUMAN,LGALS8,"Cytoplasmic vesicle<br> Cytoplasm, cytosol<br>"
O00217,NDUS8_HUMAN,NDUFS8,Mitochondrion inner membrane<br>
O00219,HYAS3_HUMAN,HAS3,"Cell membrane<br> Golgi apparatus membrane<br> Early endosome<br> Note=Travels from endoplasmic reticulum (ER), Golgi to plasma membrane (PubMed:26883802). Actives only when present in plasma membrane (By similarity). O-GlcNAcylation controls its membrane localization (PubMed:26883802). A rapid recycling of HAS3 between plasma membrane and endosomes is controlled by the cytosolic levels of UDP-GlcUA and UDP-GlcNAc (PubMed:26883802).<br>"
O00220,TR10A_HUMAN,TNFRSF10A,"Cell membrane<br> Membrane raft<br> Cytoplasm, cytosol<br> Note=Palmitoylation is required for association with membranes.<br>"
O00221,IKBE_HUMAN,NFKBIE,Cytoplasm<br>
O00222,GRM8_HUMAN,GRM8,Cell membrane; Multi-pass membrane protein.
O00231,PSD11_HUMAN,PSMD11,"Nucleus<br> Cytoplasm, cytosol<br>"
O00232,PSD12_HUMAN,PSMD12,
O00233,PSMD9_HUMAN,PSMD9,
O00237,RN103_HUMAN,RNF103,Endoplasmic reticulum membrane<br>
O00238,BMR1B_HUMAN,BMPR1B,Cell membrane<br>
O00241,SIRB1_HUMAN,SIRPB1,Cell membrane<br>
O00244,ATOX1_HUMAN,ATOX1,
O00253,AGRP_HUMAN,AGRP,Secreted<br> Golgi apparatus lumen<br>
O00254,PAR3_HUMAN,F2RL2,Cell membrane; Multi-pass membrane protein.
O00255,MEN1_HUMAN,MEN1,Nucleus<br> Note=Concentrated in nuclear body-like structures. Relocates to the nuclear matrix upon gamma irradiation.
O00257,CBX4_HUMAN,CBX4,Nucleus<br> Nucleus speckle<br> Note=Localization to nuclear polycomb bodies is required for ZNF131 sumoylation (PubMed:22467880). Localized in distinct foci on chromatin (PubMed:18927235).<br>
O00258,GET1_HUMAN,GET1,Endoplasmic reticulum membrane<br>
O00264,PGRC1_HUMAN,PGRMC1,"Microsome membrane<br> Smooth endoplasmic reticulum membrane<br> Mitochondrion outer membrane<br> Secreted<br> Note=Localized at cell membrane, probably in lipid rafts, in serum- starved conditions.<br>"
O00267,SPT5H_HUMAN,SUPT5H,Nucleus<br>
O00268,TAF4_HUMAN,TAF4,Nucleus.
O00270,GPR31_HUMAN,GPR31,Cell membrane<br>
O00273,DFFA_HUMAN,DFFA,Cytoplasm.
O00287,RFXAP_HUMAN,RFXAP,Nucleus.
O00291,HIP1_HUMAN,HIP1,"Cytoplasm. Nucleus. Endomembrane system. Cytoplasmic vesicle, clathrin-coated vesicle membrane. Note=Shuttles between cytoplasm and nucleus. Nuclear translocation can be induced by AR."
O00292,LFTY2_HUMAN,LEFTY2,Secreted.
O00294,TULP1_HUMAN,TULP1,Cytoplasm<br> Cell membrane<br> Secreted<br> Synapse<br> Note=Detected at synapses between photoreceptor cells and second-order neurons. Does not have a cleavable signal peptide and is secreted by an alternative pathway (By similarity).<br>
O00299,CLIC1_HUMAN,CLIC1,"Nucleus<br> Nucleus membrane<br> Cytoplasm<br> Cell membrane<br> Endoplasmic reticulum<br> Note=Mostly in the nucleus including in the nuclear membrane (PubMed:9139710, PubMed:12681486). Small amount in the cytoplasm and the plasma membrane (PubMed:9139710). Exists both as soluble cytoplasmic protein and as membrane protein with probably a single transmembrane domain (PubMed:11940526, PubMed:11551966, PubMed:14613939, PubMed:12681486, PubMed:9139710). Might not be present in the nucleus of cardiac cells (By similarity).<br>"
O00300,TR11B_HUMAN,TNFRSF11B,Secreted.
O00303,EIF3F_HUMAN,EIF3F,Cytoplasm<br>
O00305,CACB4_HUMAN,CACNB4,
O00308,WWP2_HUMAN,WWP2,Nucleus<br>
O00311,CDC7_HUMAN,CDC7,Nucleus<br>
O00322,UPK1A_HUMAN,UPK1A,Membrane; Multi-pass membrane protein.
O00327,BMAL1_HUMAN,BMAL1,"Nucleus<br> Cytoplasm<br> Nucleus, PML body<br> Note=Shuttles between the nucleus and the cytoplasm and this nucleocytoplasmic shuttling is essential for the nuclear accumulation of CLOCK, target gene transcription and the degradation of the CLOCK-BMAL1 heterodimer. The sumoylated form localizes in the PML body. Sequestered to the cytoplasm in the presence of ID2.<br>"
O00329,PK3CD_HUMAN,PIK3CD,Cytoplasm<br>
O00330,ODPX_HUMAN,PDHX,Mitochondrion matrix.
O00337,S28A1_HUMAN,SLC28A1,Cell membrane<br> Apical cell membrane<br>
O00338,ST1C2_HUMAN,SULT1C2,Cytoplasm<br> Lysosome<br>
O00339,MATN2_HUMAN,MATN2,Secreted.
O00341,EAA5_HUMAN,SLC1A7,Photoreceptor inner segment membrane<br> Synaptic cell membrane<br> Note=Located in both cone and rod photoreceptor terminals and in axon terminals of rod bipolar cells.<br>
O00358,FOXE1_HUMAN,FOXE1,Nucleus<br>
O00370,LORF2_HUMAN,No gene name specified,
O00391,QSOX1_HUMAN,QSOX1,"<br>[Isoform 1]:<br> Golgi apparatus membrane<br> Secreted<br> Note=A small proportion is secreted, probably via a proteolytic cleavage that removes the membrane anchor.<br><br>[Isoform 2]:<br> Secreted<br> Note=Found in the extracellular medium of quiescent cells but is not found in proliferating cells.<br>"
O00399,DCTN6_HUMAN,DCTN6,"Cytoplasm, cytoskeleton<br> Chromosome, centromere, kinetochore<br>"
O00400,ACATN_HUMAN,SLC33A1,Endoplasmic reticulum membrane<br>
O00401,WASL_HUMAN,WASL,"Cytoplasm, cytoskeleton<br> Nucleus<br> Cytoplasm<br> Note=Preferentially localized in the cytoplasm when phosphorylated and in the nucleus when unphosphorylated (By similarity). Exported from the nucleus by an nuclear export signal (NES)-dependent mechanism to the cytoplasm (By similarity).<br>"
O00408,PDE2A_HUMAN,PDE2A,<br>[Isoform PDE2A3]:<br> Cell membrane<br><br>[Isoform PDE2A2]:<br> Mitochondrion matrix<br> Mitochondrion inner membrane<br> Mitochondrion outer membrane<br><br>[Isoform PDE2A1]:<br> Cytoplasm<br><br>[Isoform 5]:<br> Mitochondrion<br>
O00409,FOXN3_HUMAN,FOXN3,Nucleus<br>
O00410,IPO5_HUMAN,IPO5,"Cytoplasm. Nucleus. Nucleus, nucleolus. Note=Nucleus; nuclear rim. Found particularly in the nuclear rim and nucleolus."
O00411,RPOM_HUMAN,POLRMT,Mitochondrion<br>
O00418,EF2K_HUMAN,EEF2K,
O00421,CCRL2_HUMAN,CCRL2,Cell membrane<br>
O00422,SAP18_HUMAN,SAP18,Nucleus<br> Cytoplasm<br> Nucleus speckle<br> Note=Shuttles between the nucleus and the cytoplasm (PubMed:16314458). Colocalizes with ACIN1 and SRSF2 in nuclear speckles (PubMed:20966198).<br>
O00423,EMAL1_HUMAN,EML1,"Cytoplasm<br> Cytoplasm, perinuclear region<br> Cytoplasm, cytoskeleton<br> Note=Detected in cytoplasmic punctae. Co- localizes with microtubules (PubMed:24859200, PubMed:25740311). Enriched in perinuclear regions during interphase and in the region of spindle microtubules during metaphase. Enriched at the midzone during telophase and cytokinesis. Detected at growth cones in neurons (By similarity).<br>"
O00425,IF2B3_HUMAN,IGF2BP3,"Nucleus. Cytoplasm. Cytoplasm, P-body<br> Cytoplasm, Stress granule<br> Note=Found in lamellipodia of the leading edge, in the perinuclear region, and beneath the plasma membrane. The subcytoplasmic localization is cell specific and regulated by cell contact and growth. Localized at the connecting piece and the tail of the spermatozoa. Colocalized with CD44 mRNA in RNP granules. In response to cellular stress, such as oxidative stress, recruited to stress granules."
O00429,DNM1L_HUMAN,DNM1L,"Cytoplasm, cytosol<br> Golgi apparatus<br> Endomembrane system<br> Membrane, clathrin-coated pit<br> Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane<br> Note=Mainly cytosolic. Recruited by RALA and RALBP1 to mitochondrion during mitosis (PubMed:21822277). Translocated to the mitochondrial membrane through O-GlcNAcylation and interaction with FIS1. Colocalized with MARCHF5 at mitochondrial membrane (PubMed:17606867). Localizes to mitochondria at sites of division (PubMed:15208300). Localizes to mitochondria following necrosis induction. Recruited to the mitochondrial outer membrane by interaction with MIEF1. Mitochondrial recruitment is inhibited by C11orf65/MFI (By similarity). Associated with peroxisomal membranes, partly recruited there by PEX11B. May also be associated with endoplasmic reticulum tubules and cytoplasmic vesicles and found to be perinuclear (PubMed:9570752, PubMed:9422767). In some cell types, localizes to the Golgi complex (By similarity). Binds to phospholipid membranes (By similarity).<br>"
O00442,RTCA_HUMAN,RTCA,"Nucleus, nucleoplasm<br>"
O00443,P3C2A_HUMAN,PIK3C2A,"Cell membrane<br> Cytoplasmic vesicle, clathrin-coated vesicle<br> Nucleus<br> Cytoplasm<br> Golgi apparatus, trans-Golgi network<br> Note=Inserts preferentially into membranes containing PtdIns(4,5)P2 (PubMed:17038310). Associated with RNA-containing structures (PubMed:11606566).<br>"
O00444,PLK4_HUMAN,PLK4,"Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole<br> Nucleus, nucleolus<br> Cleavage furrow<br> Cytoplasm, cytoskeleton, microtubule organizing center, centrosome<br> Note=Component of the deuterosome, a structure that promotes de novo centriole amplification in multiciliated cells that can generate more than 100 centrioles. Associates with centrioles throughout the cell cycle. According to PubMed:16244668, it is not present at cleavage furrows."
O00445,SYT5_HUMAN,SYT5,"Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane<br> Recycling endosome membrane<br> Note=In mast cells, localizes to the endocytic recycling compartment.<br>"
O00451,GFRA2_HUMAN,GFRA2,Cell membrane<br>
O00453,LST1_HUMAN,LST1,Membrane; Single-pass membrane protein. Golgi apparatus membrane; Single-pass membrane protein. Endomembrane system; Single-pass membrane protein. Note=Also detected in a perinuclear region corresponding to the localization of the Golgi apparatus and throughout the cytoplasm.
O00459,P85B_HUMAN,PIK3R2,
O00461,GOLI4_HUMAN,GOLIM4,"Golgi apparatus, Golgi stack membrane; Single- pass type II membrane protein. Endosome membrane; Single-pass type II membrane protein. Membrane<br> Note=Localizes to cis and medial Golgi cisternae. Probably cycles between early Golgi and distal compartments like endosome."
O00462,MANBA_HUMAN,MANBA,Lysosome<br>
